State,County,Total Equip Quantity,Total Cost,Mil Equip Quantity,Total Mil Cost
OH,LOGAN,109,369756.88,21.0,144242.0
OH,LORAIN,55,1324456.0,55.0,1324456.0
OH,LUCAS,196,336501.0,194.0,334292.0
OH,MADISON,132,26309.07,108.0,24697.0
OH,MAHONING,1081,451113.58,93.0,376718.0
OH,MARION,12,5988.0,12.0,5988.0
OH,MEDINA,404,2290625.41,60.0,233841.8
OH,MEIGS,58,143742.6,5.0,133894.0
OH,MERCER,155,69305.31,21.0,11109.0
OH,MIAMI,19,7457.42,17.0,7340.0
OH,MONROE,8,628.26,2.0,276.0
OH,MONTGOMERY,353,154310.86000000002,197.0,60042.0
OH,MORGAN,4,234.84,0.0,0.0
OH,MORROW,593,171628.57,3.0,1497.0
OH,MUSKINGUM,29,159160.17,16.0,6865.0
OH,NOBLE,10,2337.0,10.0,2337.0
OH,OTTAWA,671,949071.54,64.0,273540.0
OH,PAULDING,3,360.0,3.0,360.0
OH,PERRY,302,69584.95,10.0,52049.0
OH,PICKAWAY,6166,1568304.05,98.0,852093.6
OH,PIKE,7,49312.0,7.0,49312.0
OH,PORTAGE,526,383951.2,87.0,374048.0
OH,PREBLE,13,2603.13,10.0,2427.0
OH,PUTNAM,651,145016.99,26.0,82925.0
OH,RICHLAND,92,28367.3,62.0,26606.0
OH,ROSS,414,99081.57,15.0,1800.0
OH,SANDUSKY,542,22490.91,26.0,5917.0
OH,SCIOTO,2,998.0,2.0,998.0
OH,SENECA,714,274268.02,61.0,41687.2
OH,SHELBY,17,70399.0,17.0,70399.0
OH,STARK,4734,1871374.24,377.0,1475365.05
OH,SUMMIT,1129,247341.75999999998,190.0,201744.1
OH,TRUMBULL,3793,1901177.3,139.0,154303.28
OH,TUSCARAWAS,482,958918.67,40.0,53105.4
OH,UNION,125,103215.4,43.0,102775.0
OH,VINTON,16,4742.84,12.0,4508.0
OH,WARREN,67,21594.1,57.0,21007.0
OH,WASHINGTON,19,4716.0,19.0,4716.0
OH,WAYNE,29,249214.55000000002,24.0,248921.0
OH,WILLIAMS,235,233413.81,87.0,187220.0
OH,WOOD,235,1257692.4200000002,62.0,777610.5
OH,WYANDOT,17,50089.0,17.0,50089.0
OK,ADAIR,4,498.0,4.0,498.0
OK,ATOKA,18,1096.95,3.0,216.3
OK,BEAVER,2,178.71,1.0,120.0
OK,BECKHAM,1,733000.0,1.0,733000.0
OK,BRYAN,21,448174.0,4.0,447834.0
OK,CADDO,303,114769.26,20.0,94975.42
OK,CANADIAN,86,815145.0,85.0,801146.0
OK,CARTER,1,733000.0,1.0,733000.0
OK,CHEROKEE,34,476335.0,32.0,476335.0
OK,CIMARRON,7,991.84,3.0,757.0
OK,CLEVELAND,65,800857.55,60.0,800564.0
OK,COAL,6,1673.13,3.0,1497.0
OK,COMANCHE,165,1552773.8599999999,25.0,1141379.0
OK,CRAIG,51,88845.91,30.0,87613.0
OK,CREEK,34,91315.13,31.0,91139.0
OK,CUSTER,10,789268.4,10.0,789268.4
OK,DELAWARE,3,25117.42,1.0,25000.0
OK,DEWEY,2,50000.0,2.0,50000.0
OK,ELLIS,15,1486.26,9.0,1134.0
OK,GARFIELD,36,161016.26,29.0,48151.0
OK,GARVIN,1,41253.0,1.0,41253.0
OK,GRADY,44,825594.2,23.0,810421.0
OK,GRANT,6,774.0,6.0,774.0
OK,HUGHES,7,25352.26,1.0,25000.0
OK,JACKSON,9,658960.0,9.0,658960.0
OK,JEFFERSON,1,41253.0,1.0,41253.0
OK,JOHNSTON,8,825.55,3.0,532.0
OK,LATIMER,2,637.0,2.0,637.0
OK,LE FLORE,31,8283.23,18.0,7520.0
OK,LINCOLN,20,137467.0,20.0,137467.0
OK,LOGAN,49,743236.0,28.0,736348.0
OK,MAJOR,10,893.55,5.0,600.0
OK,MAYES,5,57496.0,5.0,57496.0
OK,MCCLAIN,36,101013.16,8.0,92283.0
OK,MCCURTAIN,114,92106.9,30.0,27606.76
OK,MURRAY,9,1080.0,9.0,1080.0
OK,MUSKOGEE,11588,1541310.1400000001,100.0,882384.0
OK,NOBLE,3,1497.0,3.0,1497.0
OK,OKFUSKEE,5,600.0,5.0,600.0
OK,OKLAHOMA,13234,4570810.96,1145.0,4368427.91
OK,OKMULGEE,148,181314.14,73.0,177435.0
OK,OSAGE,16,1429.68,8.0,960.0
OK,OTTAWA,2,54424.0,1.0,25000.0
OK,PAWNEE,1,41253.0,1.0,41253.0
OK,PAYNE,18,1425411.44,7.0,1397849.0
OK,PITTSBURG,170,1216515.53,23.0,1214788.0
OK,PONTOTOC,118,1123119.18,67.0,1104772.0
OK,POTTAWATOMIE,202,1425033.51,61.0,1154691.4
OK,ROGER MILLS,2,240.0,2.0,240.0
OK,ROGERS,12,1440.0,12.0,1440.0
OK,SEMINOLE,10,116642.55,3.0,94276.0
OK,SEQUOYAH,5,141253.0,5.0,141253.0
OK,STEPHENS,107,1157212.49,13.0,1115916.62
OK,TEXAS,18,2268.0,18.0,2268.0
OK,TULSA,265,1598134.71,24.0,1530862.0
OK,WASHINGTON,27,747269.0,1.0,733000.0
OK,WOODS,5,25498.0,5.0,25498.0
OK,WOODWARD,4,808000.0,4.0,808000.0
OR,BAKER,128,665858.3300000001,1.0,658000.0
OR,CLACKAMAS,568,805319.4,53.0,781271.0
OR,CLATSOP,21,55605.0,21.0,55605.0
OR,COLUMBIA,26,68143.0,25.0,32067.0
OR,COOS,26,124002.0,22.0,8704.0
OR,CURRY,13,85013.41,2.0,69722.0
OR,DESCHUTES,1005,253322.23,45.0,215602.0
OR,DOUGLAS,23,11098.0,23.0,11098.0
OR,GILLIAM,1,138.0,1.0,138.0
OR,GRANT,1,138.0,1.0,138.0
OR,JOSEPHINE,43,361441.0,43.0,361441.0
OR,KLAMATH,570,369425.81,70.0,263773.0
OR,LANE,2267,2422555.84,79.0,2006687.18
OR,LINCOLN,12,5266.0,12.0,5266.0
OR,MALHEUR,8,93064.0,8.0,93064.0
OR,MARION,168,77444.78,148.0,64303.0
OR,MORROW,202,68935.45,6.0,66437.0
OR,MULTNOMAH,44,13292.0,44.0,13292.0
OR,POLK,2707,1165057.0,36.0,713895.49
OR,SHERMAN,2,998.0,2.0,998.0
OR,TILLAMOOK,5,690.0,5.0,690.0
OR,UMATILLA,15,77982.0,14.0,6986.0
OR,UNION,2,276.0,2.0,276.0
OR,WALLOWA,59,52429.799999999996,14.0,37699.1
OR,WASHINGTON,35,9162.0,35.0,9162.0
OR,WHEELER,11,5128.0,11.0,5128.0
OR,YAMHILL,4,26905.89,1.0,25000.0
PA,ADAMS,6,1099.0,6.0,1099.0
PA,ALLEGHENY,569,1112908.9100000001,74.0,1078961.1099999999
PA,ARMSTRONG,2,998.0,2.0,998.0
PA,BEAVER,5,1358.0,5.0,1358.0
PA,BERKS,20,72987.0,17.0,6064.0
PA,BLAIR,22765,1040257.75,196.0,802878.09
PA,BRADFORD,1,66568.0,0.0,0.0
PA,BUCKS,200,22765.64,43.0,11149.49
PA,CAMBRIA,2,697.0,0.0,0.0
PA,CARBON,25,1107.31,2.0,998.0
PA,CHESTER,26,4054.08,1.0,499.0
PA,CLARION,2,998.0,2.0,998.0
PA,CLEARFIELD,5,1102.0,5.0,1102.0
PA,COLUMBIA,24,907.62,3.0,739.0
PA,CRAWFORD,1,120.0,1.0,120.0
PA,CUMBERLAND,361,16012.92,18.0,4055.0
PA,DAUPHIN,4905,160821.81,94.0,127724.0
PA,DELAWARE,22,758019.83,2.0,758000.0
PA,FAYETTE,101,733031.91,1.0,733000.0
PA,FOREST,8,489.31,4.0,480.0
PA,FRANKLIN,2,6414.0,0.0,0.0
PA,HUNTINGDON,4,234.84,0.0,0.0
PA,LACKAWANNA,41,68782.62,11.0,65557.0
PA,LANCASTER,467,11863.05,13.0,3455.0
PA,LEBANON,104,4895.02,10.0,1236.0
PA,LEHIGH,22,2271.0,10.0,1615.0
PA,LUZERNE,48,2400.31,7.0,2049.0
PA,LYCOMING,150,31.91,0.0,0.0
PA,MCKEAN,4,552.0,4.0,552.0
PA,MONROE,1,244844.0,1.0,244844.0
PA,MONTGOMERY,241,983843.8200000001,14.0,983110.0
PA,NORTHUMBERLAND,20,1527.62,2.0,826.0
PA,PHILADELPHIA,7445,471735.46,468.0,102351.66
PA,PIKE,2,240.0,2.0,240.0
PA,SCHUYLKILL,49,1981.62,4.0,1635.0
PA,SOMERSET,25,9.31,0.0,0.0
PA,SULLIVAN,8,714.84,4.0,480.0
PA,SUSQUEHANNA,100,31.91,0.0,0.0
PA,VENANGO,13,66510.0,13.0,66510.0
PA,WAYNE,212,5261.91,12.0,5230.0
PA,WESTMORELAND,206,1577.82,6.0,1514.0
PA,WYOMING,127,23732.26,0.0,0.0
PA,YORK,64,3081.31,22.0,2730.0
PR,AGUADA,33,734976.92,3.0,78493.0
PR,AGUADILLA,277,1253854.5,9.0,293047.0
PR,ARECIBO,107,1734416.53,12.0,399661.0
PR,BARCELONETA,372,1359036.8,10.0,311958.0
PR,CABO ROJO,4,50257.18,1.0,39052.0
PR,CAGUAS,10,351160.0,6.0,195978.0
PR,CAMUY,6,195978.0,6.0,195978.0
PR,CANOVANAS,18,319178.11,5.0,121558.0
PR,CAROLINA,33,685746.39,9.0,308019.0
PR,CEIBA,21,363496.07999999996,6.0,241956.0
PR,DORADO,2,72455.0,2.0,72455.0
PR,GUANICA,3,75000.0,3.0,75000.0
PR,GUAYAMA,84,543572.39,6.0,218047.0
PR,GUAYANILLA,8,318001.0,7.0,243967.0
PR,GUAYNABO,5,157045.11,3.0,128294.0
PR,HORMIGUEROS,10,439522.4,1.0,39052.0
PR,HUMACAO,108,867881.29,4.0,145978.0
PR,ISABELA,51,758353.1,5.0,164242.0
PR,JAYUYA,1,74834.0,0.0,0.0
PR,JUANA DIAZ,2,50000.0,2.0,50000.0
PR,JUNCOS,44,636318.38,7.0,258408.0
PR,LAJAS,279,3156186.68,7.0,242201.0
PR,LARES,33,1418906.5,7.0,220978.0
PR,LAS PIEDRAS,15,563491.0,1.0,47989.0
PR,MANATI,21,726280.27,5.0,125000.0
PR,MARICAO,8,292313.0,1.0,47989.0
PR,MAYAGUEZ,5,91554.0,2.0,50000.0
PR,MOCA,19,229697.64,3.0,135419.0
PR,PATILLAS,15,564449.91,1.0,47989.0
PR,PONCE,171,1701619.58,13.0,554890.0
PR,QUEBRADILLAS,53,1500374.49,7.0,237231.0
PR,RIO GRANDE,14,520106.54,0.0,0.0
PR,SALINAS,666,1249157.26,11.0,463962.0
PR,SAN GERMAN,7,104491.0,4.0,100000.0
PR,SAN JUAN,2186,2333113.6,39.0,994353.0
PR,SAN SEBASTIAN,52,431679.24,7.0,252053.0
PR,SANTA ISABEL,66,1546831.82,7.0,283209.0
PR,TOA ALTA,29,820259.11,6.0,206787.0
PR,TOA BAJA,10,1077803.0,4.0,763268.0
PR,TRUJILLO ALTO,38,983597.27,7.0,329187.0
PR,UTUADO,47,636894.37,8.0,268047.0
PR,VEGA BAJA,62,2409090.54,13.0,576959.0
PR,VIEQUES,74,1344990.94,6.0,235220.0
PR,VILLALBA,9,344722.0,0.0,0.0
PR,YABUCOA,175,2603740.28,10.0,78493.0
RI,BRISTOL,62,78273.18,19.0,76790.0
RI,KENT,2516,1095972.59,244.0,442524.17
RI,NEWPORT,46,156028.0,28.0,155700.0
RI,PROVIDENCE,16554,2925403.17,336.0,1389771.97
RI,WASHINGTON,236,383471.47,36.0,145669.0
SC,AIKEN,8111,2028405.6,63.0,1250659.0
SC,ALLENDALE,4,734497.0,4.0,734497.0
SC,ANDERSON,232,711377.55,21.0,312636.0
SC,BARNWELL,5,600.0,5.0,600.0
SC,BEAUFORT,17,5523.0,17.0,5523.0
SC,BERKELEY,41,9913.0,31.0,9585.0
SC,CALHOUN,7,102831.0,6.0,61009.0
SC,CHARLESTON,877,1393306.52,150.0,1195912.0
SC,CHEROKEE,4,1941.28,3.0,1497.0
SC,CHESTER,2,41752.0,2.0,41752.0
SC,CHESTERFIELD,2394,654481.84,33.0,115004.98000000001
SC,CLARENDON,446,329873.27,25.0,119379.0
SC,COLLETON,34,109434.86,10.0,6655.86
SC,DARLINGTON,2498,7132656.18,118.0,1371597.55
SC,DILLON,10188,2286181.84,108.0,211314.21
SC,EDGEFIELD,31,5615.0,31.0,5615.0
SC,FAIRFIELD,377,20192.29,4.0,480.0
SC,FLORENCE,4002,1807444.5899999999,192.0,1174553.18
SC,GEORGETOWN,42,255812.0,9.0,244746.0
SC,GREENVILLE,294,435059.45,19.0,297791.0
SC,GREENWOOD,18,2232.0,18.0,2232.0
SC,HAMPTON,36,1789869.43,8.0,50720.0
SC,HORRY,1784,1149086.26,25.0,129262.69
SC,JASPER,10,1380.0,10.0,1380.0
SC,KERSHAW,852,254049.53,26.0,85462.2
SC,LANCASTER,114,10676.55,25.0,8143.0
SC,LEE,19,2280.0,19.0,2280.0
SC,LEXINGTON,1866,1599563.45,115.0,1289168.3199999998
SC,MARION,1846,1268050.47,90.0,1182613.42
SC,MARLBORO,5,600.0,5.0,600.0
SC,MCCORMICK,2,258.0,2.0,258.0
SC,NEWBERRY,311,1147809.5899999999,60.0,1120376.0
SC,OCONEE,265,1108139.07,76.0,835154.38
SC,ORANGEBURG,33,422734.0,33.0,422734.0
SC,PICKENS,244,197023.42,24.0,196988.0
SC,RICHLAND,2902,14866365.690000001,282.0,4033868.32
SC,SALUDA,8,50720.0,8.0,50720.0
SC,SPARTANBURG,159,6490968.96,19.0,1326220.25
SC,SUMTER,48,786703.0,48.0,786703.0
SC,UNION,13,4213.0,13.0,4213.0
SC,YORK,34,165745.0,34.0,165745.0
SD,BEADLE,63,32444.9,8.0,1104.0
SD,BENNETT,5,1773.0,5.0,1773.0
SD,BON HOMME,13,6487.0,13.0,6487.0
SD,BROOKINGS,10,4990.0,10.0,4990.0
SD,BROWN,14,6625.0,14.0,6625.0
SD,BRULE,7,966.0,7.0,966.0
SD,CHARLES MIX,5,690.0,5.0,690.0
SD,CLARK,26,2079.79,10.0,2065.69
SD,CLAY,3,1136.0,3.0,1136.0
SD,CORSON,7,2771.0,7.0,2771.0
SD,CUSTER,180,100840.11,12.0,55988.62
SD,DEUEL,5,1412.0,5.0,1412.0
SD,DEWEY,15,3100.99,3.0,1497.0
SD,DOUGLAS,1,138.0,1.0,138.0
SD,EDMUNDS,1,172193.0,1.0,172193.0
SD,FALL RIVER,76,16871.16,0.0,0.0
SD,FAULK,2,998.0,2.0,998.0
SD,GREGORY,3,1497.0,3.0,1497.0
SD,HAMLIN,3,414.0,3.0,414.0
SD,HAND,3,414.0,3.0,414.0
SD,HUGHES,1086,833084.25,344.0,802418.0
SD,HUTCHINSON,2,276.0,2.0,276.0
SD,JACKSON,4,675.13,1.0,499.0
SD,JERAULD,1,138.0,1.0,138.0
SD,KINGSBURY,5,690.0,5.0,690.0
SD,LAWRENCE,125,40182.86,22.0,8090.0
SD,LINCOLN,6,2212.0,6.0,2212.0
SD,LYMAN,5,1412.0,5.0,1412.0
SD,MARSHALL,7,1688.0,7.0,1688.0
SD,MEADE,1,499.0,1.0,499.0
SD,MELLETTE,1,499.0,1.0,499.0
SD,MINNEHAHA,18,496950.0,18.0,496950.0
SD,PENNINGTON,3,1554.0,3.0,1554.0
SD,PERKINS,7,3493.0,7.0,3493.0
SD,POTTER,3,414.0,3.0,414.0
SD,SANBORN,2,276.0,2.0,276.0
SD,SPINK,10,3964.0,10.0,3964.0
SD,STANLEY,3,1136.0,3.0,1136.0
SD,TURNER,4,552.0,4.0,552.0
SD,UNION,4,1996.0,4.0,1996.0
SD,WALWORTH,1,138.0,1.0,138.0
SD,YANKTON,111,19232.31,19.0,6868.0
SD,ZIEBACH,3,1578.0,2.0,998.0
TN,ANDERSON,199,99469.81,21.0,30682.0
TN,BEDFORD,789,57819.35,1.0,47989.0
TN,BENTON,317,682659.02,12.0,134116.0
TN,BLEDSOE,5,2495.0,5.0,2495.0
TN,BLOUNT,25,54049.0,25.0,54049.0
TN,BRADLEY,151,239173.26,45.0,232950.0
TN,CAMPBELL,8,67435.0,8.0,67435.0
TN,CANNON,135,88339.84,2.0,88322.0
TN,CARROLL,138,810130.42,54.0,158066.0
TN,CARTER,46,74915.59999999999,36.0,74019.9
TN,CHEATHAM,51,1325696.97,8.0,131413.0
TN,CHESTER,2,998.0,2.0,998.0
TN,CLAIBORNE,22,136066.0,22.0,136066.0
TN,CLAY,206,681520.3,4.0,107990.0
TN,COCKE,3,1718.0,3.0,1718.0
TN,COFFEE,4117,2607119.17,49.0,206061.6
TN,DAVIDSON,862,4145043.89,443.0,3180641.0
TN,DECATUR,659,4736336.03,34.0,663614.0
TN,DE KALB,14,51656.0,14.0,51656.0
TN,DICKSON,1101,693002.37,38.0,317288.77
TN,DYER,40,1146843.37,7.0,866026.0
TN,FAYETTE,26,129532.0,26.0,129532.0
TN,FENTRESS,598,2439863.31,7.0,198710.0
TN,FRANKLIN,804,742379.4,37.0,124483.5
TN,GIBSON,185,1506745.51,28.0,324387.2
TN,GILES,4,736.4200000000001,2.0,619.0
TN,GRAINGER,97,580012.81,34.0,344819.0
TN,GREENE,14,249526.0,14.0,249526.0
TN,GRUNDY,8,200519.0,6.0,114717.0
TN,HAMBLEN,16,7984.0,16.0,7984.0
TN,HAMILTON,27,54342.0,27.0,54342.0
TN,HANCOCK,13,1643.81,2.0,998.0
TN,HARDEMAN,68,256231.26,14.0,231963.0
TN,HARDIN,11,23550.0,10.0,4990.0
TN,HAWKINS,202,446081.15,25.0,230289.0
TN,HAYWOOD,20,2760.0,20.0,2760.0
TN,HENDERSON,10,4629.0,10.0,4629.0
TN,HENRY,247,3135942.23,21.0,175078.24
TN,HICKMAN,92,594057.6799999999,41.0,295294.0
TN,HOUSTON,116,2142593.87,4.0,69998.0
TN,HUMPHREYS,599,1669421.68,35.0,261010.0
TN,JACKSON,28,174718.39,6.0,70274.0
TN,JEFFERSON,673,164192.94,23.0,105725.0
TN,JOHNSON,2,998.0,2.0,998.0
TN,KNOX,3085,2214809.18,555.0,1983757.77
TN,LAKE,1,58.71,0.0,0.0
TN,LAUDERDALE,4,600.0,0.0,0.0
TN,LAWRENCE,59,375500.83,22.0,95471.0
TN,LEWIS,82,147465.11,16.0,2154.0
TN,LINCOLN,44,281195.0,28.0,168000.0
TN,LOUDON,199,2675700.36,43.0,1105143.5
TN,MACON,6,828.0,6.0,828.0
TN,MADISON,117,328702.0,117.0,328702.0
TN,MARION,6,792.55,1.0,499.0
TN,MARSHALL,3241,2374971.73,66.0,1101656.1
TN,MAURY,1411,525318.01,83.0,246157.0
TN,MCMINN,182,51175.12,110.0,46948.0
TN,MCNAIRY,753,1870347.41,13.0,196756.0
TN,MEIGS,79,153870.29,6.0,146579.56
TN,MONROE,102,1441998.57,45.0,639594.0
TN,MONTGOMERY,52,1114601.3,13.0,157767.0
TN,MOORE,1695,1234118.69,40.0,161114.38
TN,MORGAN,32,217616.95,2.0,102955.0
TN,OBION,4,35360.0,4.0,35360.0
TN,OVERTON,3948,9492590.879999999,76.0,588282.83
TN,PERRY,436,1964219.56,54.0,411565.69
TN,PICKETT,93,839559.22,6.0,114434.0
TN,POLK,4,552.0,4.0,552.0
TN,PUTNAM,857,2595713.01,65.0,1104290.0
TN,RHEA,5,1773.0,5.0,1773.0
TN,ROANE,1639,2725822.16,51.0,936440.0
TN,ROBERTSON,16,424855.0,12.0,158615.0
TN,RUTHERFORD,563,2160149.83,74.0,1390353.0
TN,SCOTT,143,745741.64,10.0,735994.0
TN,SEQUATCHIE,115,178225.32,32.0,177267.59
TN,SEVIER,689,492147.4,54.0,123540.70000000001
TN,SHELBY,183,497914.55,176.0,77621.0
TN,SMITH,67,984349.5,29.0,790910.0
TN,STEWART,276,1758720.78,11.0,702368.0
TN,SULLIVAN,19,3914.0,16.0,2930.0
TN,SUMNER,314,2628911.04,109.0,2009627.0
TN,TIPTON,77,172237.76,59.0,153808.0
TN,UNICOI,1824,389324.16,6.0,150815.0
TN,UNION,8,1032.0,8.0,1032.0
TN,WARREN,27,16198.0,26.0,7198.0
TN,WASHINGTON,9627,5187974.99,151.0,2283092.88
TN,WAYNE,14,4820.0,14.0,4820.0
TN,WEAKLEY,22,57293.39,9.0,3769.0
TN,WHITE,98,727050.76,37.0,168562.0
TN,WILLIAMSON,105,927106.59,74.0,873503.0
TN,WILSON,4564,5404531.74,38.0,1357688.1600000001
TX,ANDERSON,34,736848.43,11.0,734272.0
TX,ANDREWS,12,1476.0,12.0,1476.0
TX,ANGELINA,1978,167120.63,55.0,54221.76
TX,ARCHER,2,55638.0,2.0,55638.0
TX,ARMSTRONG,2,276.0,2.0,276.0
TX,ATASCOSA,13,27992.0,13.0,27992.0
TX,AUSTIN,36,736929.55,31.0,736636.0
TX,BAILEY,2,637.0,2.0,637.0
TX,BANDERA,1,138.0,1.0,138.0
TX,BASTROP,2441,830945.69,99.0,706266.54
TX,BELL,798,245122.36,29.0,52811.0
TX,BEXAR,28730,818094.42,65.0,724493.38
TX,BLANCO,3,2877.54,0.0,0.0
TX,BORDEN,1,120.0,1.0,120.0
TX,BOSQUE,10,1326.0,10.0,1326.0
TX,BOWIE,132,473948.88,37.0,473621.05
TX,BRAZORIA,103,18923.0,28.0,3504.0
TX,BRAZOS,219,14089.57,56.0,13728.0
TX,BREWSTER,1,47069.0,1.0,47069.0
TX,BRISCOE,7,1811.13,4.0,1635.0
TX,BROWN,12,29964.760000000002,5.0,24138.0
TX,BURLESON,3,360.0,3.0,360.0
TX,BURNET,19,70327.26,13.0,69975.0
TX,CALDWELL,36,12098.55,31.0,11805.0
TX,CALHOUN,7,648.84,3.0,414.0
TX,CALLAHAN,3,360.0,3.0,360.0
TX,CAMERON,284,969752.21,45.0,662930.0
TX,CAMP,4,1274.0,4.0,1274.0
TX,CASS,97,746267.42,18.0,286943.0
TX,CHEROKEE,16,7623.0,16.0,7623.0
TX,CHILDRESS,1,120.0,1.0,120.0
TX,COLEMAN,2,637.0,2.0,637.0
TX,COLLIN,728,1969310.66,103.0,1179143.69
TX,COLORADO,52,572837.0,8.0,122549.0
TX,COMAL,612,1046895.98,5.0,758000.0
TX,COMANCHE,12,1440.0,12.0,1440.0
TX,COOKE,3,733258.0,3.0,733258.0
TX,CRANE,4,552.0,4.0,552.0
